code_key,code,Close,Vol_Ratio,Pattern,select_time,symbol,sector_code_name,industry_name,strategy_name,date
603017,603017.SH,11.3,1.9,1板1调,2025-12-04,中衡设计,工业,专业技术服务业,n_pattern_rebound,20251204
301136,301136.SZ,25.02,1.39,1板2调,2025-12-04,招标股份,工业,专业技术服务业,n_pattern_rebound,20251204
001336,001336.SZ,27.07,6.92,1板1调,2025-12-04,楚环科技,工业,专用设备制造业,n_pattern_rebound,20251204
002651,002651.SZ,11.54,1.3,1板3调,2025-12-04,利君股份,工业,专用设备制造业,n_pattern_rebound,20251204
002515,002515.SZ,6.609999999999999,2.37,1板1调,2025-12-04,金字火腿,必需消费品,农副食品加工业,n_pattern_rebound,20251204
603536,603536.SH,13.48,1.37,1板2调,2025-12-04,惠发食品,必需消费品,农副食品加工业,n_pattern_rebound,20251204
301256,301256.SZ,16.07,0.64,1板3调,2025-12-04,华融化学,原材料,化学原料和化学制品制造业,n_pattern_rebound,20251204
603077,603077.SH,2.3,0.96,1板3调,2025-12-04,和邦生物,原材料,化学原料和化学制品制造业,n_pattern_rebound,20251204
603928,603928.SH,16.56,0.67,1板3调,2025-12-04,兴业股份,原材料,化学原料和化学制品制造业,n_pattern_rebound,20251204
000703,000703.SZ,8.219999999999999,1.03,1板2调,2025-12-04,恒逸石化,原材料,化学纤维制造业,n_pattern_rebound,20251204
002566,002566.SZ,9.049999999999999,9.02,1板1调,2025-12-04,益盛药业,医疗保健,医药制造业,n_pattern_rebound,20251204
603590,603590.SH,44.96,3.73,1板1调,2025-12-04,康辰药业,医疗保健,医药制造业,n_pattern_rebound,20251204
002836,002836.SZ,15.540000000000001,2.13,1板1调,2025-12-04,新宏泽,工业,印刷和记录媒介复制业,n_pattern_rebound,20251204
000812,000812.SZ,5.14,1.55,1板2调,2025-12-04,陕西金叶,工业,印刷和记录媒介复制业,n_pattern_rebound,20251204
002769,002769.SZ,12.940000000000001,0.0,1板1调,2025-12-04,普路通,工业,商务服务业,n_pattern_rebound,20251204
300269,300269.SZ,7.98,1.73,1板2调,2025-12-04,联建光电,信息技术,商务服务业,n_pattern_rebound,20251204
600284,600284.SH,8.1,0.71,1板3调,2025-12-04,浦东建设,工业,土木工程建筑业,n_pattern_rebound,20251204
603898,603898.SH,13.49,1.66,1板2调,2025-12-04,好莱客,非必须消费品,家具制造业,n_pattern_rebound,20251204
603163,603163.SH,60.18000000000001,1.07,1板2调,2025-12-04,圣晖集成,非必须消费品,建筑安装业,n_pattern_rebound,20251204
000838,000838.SZ,3.92,3.26,1板1调,2025-12-04,财信发展,房地产,房地产业,n_pattern_rebound,20251204
000608,000608.SZ,2.7,0.68,1板2调,2025-12-04,阳光股份,房地产,房地产业,n_pattern_rebound,20251204
600340,600340.SH,2.5,0.94,1板2调,2025-12-04,华夏幸福,房地产,房地产业,n_pattern_rebound,20251204
000007,000007.SZ,10.15,0.68,1板3调,2025-12-04,全新好,房地产,房地产业,n_pattern_rebound,20251204
000036,000036.SZ,4.680000000000001,0.76,1板3调,2025-12-04,华联控股,房地产,房地产业,n_pattern_rebound,20251204
600829,600829.SH,13.02,1.02,1板2调,2025-12-04,人民同泰,必需消费品,批发业,n_pattern_rebound,20251204
603122,603122.SH,24.12,0.9,1板2调,2025-12-04,合富中国,医疗保健,批发业,n_pattern_rebound,20251204
000829,000829.SZ,10.88,0.69,1板3调,2025-12-04,天音控股,信息技术,批发业,n_pattern_rebound,20251204
600255,600255.SH,3.95,4.1,1板1调,2025-12-04,鑫科材料,原材料,有色金属冶炼和压延加工业,n_pattern_rebound,20251204
600281,600281.SH,6.36,4.88,1板1调,2025-12-04,华阳新材,工业,有色金属冶炼和压延加工业,n_pattern_rebound,20251204
002540,002540.SZ,7.32,0.96,1板3调,2025-12-04,亚太科技,原材料,有色金属冶炼和压延加工业,n_pattern_rebound,20251204
002578,002578.SZ,4.510000000000001,1.06,1板3调,2025-12-04,闽发铝业,原材料,有色金属冶炼和压延加工业,n_pattern_rebound,20251204
002631,002631.SZ,5.96,6.67,1板1调,2025-12-04,德尔未来,原材料,木材加工和木、竹、藤、棕、草制品业,n_pattern_rebound,20251204
601500,601500.SH,4.609999999999999,1.25,1板2调,2025-12-04,通用股份,非必须消费品,橡胶和塑料制品业,n_pattern_rebound,20251204
002108,002108.SZ,4.8999999999999995,0.81,1板3调,2025-12-04,沧州明珠,原材料,橡胶和塑料制品业,n_pattern_rebound,20251204
603286,603286.SH,54.1,2.62,1板1调,2025-12-04,日盈电子,非必须消费品,汽车制造业,n_pattern_rebound,20251204
002863,002863.SZ,5.92,1.34,1板3调,2025-12-04,今飞凯达,非必须消费品,汽车制造业,n_pattern_rebound,20251204
603121,603121.SH,17.97,1.1,1板3调,2025-12-04,华培动力,非必须消费品,汽车制造业,n_pattern_rebound,20251204
600467,600467.SH,3.0,3.32,1板1调,2025-12-04,好当家,必需消费品,渔业,n_pattern_rebound,20251204
600403,600403.SH,8.309999999999999,1.53,1板1调,2025-12-04,大有能源,能源,煤炭开采和洗选业,n_pattern_rebound,20251204
000593,000593.SZ,13.0,1.07,1板2调,2025-12-04,德龙汇能,公用事业,燃气生产和供应业,n_pattern_rebound,20251204
301148,301148.SZ,55.45,2.43,1板2调,2025-12-04,嘉戎技术,工业,生态保护和环境治理业,n_pattern_rebound,20251204
605081,605081.SH,10.03,0.56,1板3调,2025-12-04,太和水,工业,生态保护和环境治理业,n_pattern_rebound,20251204
000993,000993.SZ,13.68,3.07,1板1调,2025-12-04,闽东电力,公用事业,电力、热力生产和供应业,n_pattern_rebound,20251204
300391,300391.SZ,2.24,1.58,1板1调,2025-12-04,长药控股,工业,电气机械和器材制造业,n_pattern_rebound,20251204
000049,000049.SZ,28.37,0.5,1板3调,2025-12-04,德赛电池,信息技术,电气机械和器材制造业,n_pattern_rebound,20251204
000735,000735.SZ,8.71,1.47,1板2调,2025-12-04,罗牛山,必需消费品,畜牧业,n_pattern_rebound,20251204
603113,603113.SH,6.82,0.96,1板2调,2025-12-04,金能科技,能源,石油加工、炼焦和核燃料加工业,n_pattern_rebound,20251204
003016,003016.SZ,10.81,1.34,1板1调,2025-12-04,欣贺股份,非必须消费品,纺织服装、服饰业,n_pattern_rebound,20251204
001234,001234.SZ,29.88,0.69,1板3调,2025-12-04,泰慕士,非必须消费品,纺织服装、服饰业,n_pattern_rebound,20251204
000571,000571.SZ,6.27,2.38,1板1调,2025-12-04,新大洲A,能源,综合,n_pattern_rebound,20251204
000536,000536.SZ,5.98,1.97,1板1调,2025-12-04,华映科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
002913,002913.SZ,38.85,3.81,1板1调,2025-12-04,奥士康,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
600707,600707.SH,6.32,2.72,1板1调,2025-12-04,彩虹股份,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
301191,301191.SZ,110.86,1.44,1板2调,2025-12-04,菲菱科思,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
603106,603106.SH,13.040000000000001,1.25,1板2调,2025-12-04,恒银科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
000063,000063.SZ,42.92,0.53,1板3调,2025-12-04,中兴通讯,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
000727,000727.SZ,2.78,0.71,1板3调,2025-12-04,冠捷科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
001270,001270.SZ,46.77,0.93,1板3调,2025-12-04,铖昌科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
002881,002881.SZ,47.8,1.11,1板3调,2025-12-04,美格智能,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
002938,002938.SZ,48.53,0.63,1板3调,2025-12-04,鹏鼎控股,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
002981,002981.SZ,31.310000000000002,1.05,1板3调,2025-12-04,朝阳科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
300223,300223.SZ,92.38000000000001,0.6,1板3调,2025-12-04,北京君正,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
300638,300638.SZ,29.88,0.93,1板3调,2025-12-04,广和通,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
300903,300903.SZ,19.029999999999998,1.07,1板3调,2025-12-04,科翔股份,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
301567,301567.SZ,51.1,0.86,1板3调,2025-12-04,贝隆精密,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
603803,603803.SH,10.88,0.73,1板3调,2025-12-04,瑞斯康达,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251204
600421,600421.SH,7.78,0.93,1板1调,2025-12-04,华嵘控股,工业,通用设备制造业,n_pattern_rebound,20251204
000530,000530.SZ,7.34,1.6,1板2调,2025-12-04,冰山冷热,工业,通用设备制造业,n_pattern_rebound,20251204
000816,000816.SZ,3.8000000000000003,1.51,1板3调,2025-12-04,智慧农业,工业,通用设备制造业,n_pattern_rebound,20251204
600033,600033.SH,4.199999999999999,1.25,1板2调,2025-12-04,福建高速,工业,道路运输业,n_pattern_rebound,20251204
603711,603711.SH,15.38,4.97,1板1调,2025-12-04,香飘飘,必需消费品,酒、饮料和精制茶制造业,n_pattern_rebound,20251204
002487,002487.SZ,57.720000000000006,1.73,1板1调,2025-12-04,大金重工,工业,金属制品业,n_pattern_rebound,20251204
002787,002787.SZ,12.05,0.83,1板3调,2025-12-04,华源控股,原材料,金属制品业,n_pattern_rebound,20251204
600272,600272.SH,17.88,1.61,1板2调,2025-12-04,开开实业,必需消费品,零售业,n_pattern_rebound,20251204
002671,002671.SZ,5.94,5.82,1板1调,2025-12-04,龙泉股份,原材料,非金属矿物制品业,n_pattern_rebound,20251204
600172,600172.SH,6.58,1.82,1板1调,2025-12-04,黄河旋风,原材料,非金属矿物制品业,n_pattern_rebound,20251204
600724,600724.SH,5.640000000000001,1.2,1板2调,2025-12-04,宁波富达,房地产,非金属矿物制品业,n_pattern_rebound,20251204
600408,600408.SH,5.2,1.71,1板1调,2025-12-04,安泰集团,原材料,黑色金属冶炼和压延加工业,n_pattern_rebound,20251204
